,price=5,price=6,price=7,price=8,price=9,price=10,price=11,price=12,price=13,price=14
"s(10,6)",558.8440991077334,547.5286909846164,537.1223575463896,732.0424811668512,566.0835090262347,613.9490084303941,539.4815443994663,467.9501168886114,563.9131894201273,571.6603516968283
"s(10,7)",697.9796273618098,692.7900997537322,712.9751437972066,744.5119226822391,702.7201061949611,698.001119093348,706.3653102553567,686.8951976236257,684.5452334243879,661.5513925192854
"s(10,8)",677.5164063791194,691.1749855548201,727.1887408988986,703.947858911205,694.6972722638403,680.4322703969862,678.5969507931889,657.5209234010218,656.0336484613358,663.721745840882
"s(10,9)",685.6728409010336,748.2418702094208,692.5862385483335,707.7509079448241,691.1821858364681,697.1244775194497,703.2960116171798,681.5970780262751,673.0012928463676,651.0352621278792
"s(10,10)",608.287292597212,621.9306199962485,629.4907369875373,724.1850827118417,642.386826902951,670.5918833458036,646.214895116583,597.9059180237616,627.3652351718474,611.353815827269
"s(10,11)",648.542135893701,677.9584012529043,693.8040562996471,693.327974636223,704.8330765777949,745.8085607365366,693.2577682156577,647.9661872509467,643.6049584347572,641.0639053418921
"s(10,12)",613.9356221621152,582.2878590495097,594.5529443995457,731.6691750561068,575.5879201391942,488.14769444954266,620.2998542741868,544.0716026381286,473.9155247018361,555.4566706298527
"s(10,13)",471.0819988228022,545.4233230389027,480.50856139502656,538.8547903323642,561.3829151527243,407.63894832855306,716.7269884896413,472.9291581157099,476.4699804444684,425.0651261165845
"s(10,14)",430.17202998470435,578.1766550665237,529.6227160424321,724.0181795557946,435.79286480918273,553.4428155997439,548.2037014398109,431.99394318797783,483.146108904253,369.1844355003702
"s(11,5)",360.83681344339885,405.5393068586108,409.557000042851,355.57736805837976,475.7718015187288,705.7687640956826,352.85587015475613,444.49802227647893,353.4439987134558,274.6409954179542
"s(11,6)",670.0259315784684,732.9602601384381,667.3412242064575,649.0739010928984,640.083890653655,672.0257603405543,646.4635567527289,627.5118122693668,572.9002496043404,623.5628738392057
"s(11,7)",657.013369039457,730.9461830037125,680.8514830687545,690.3756744740072,676.0083124859967,669.3546866395948,655.206653751823,655.912073250211,638.5054304062953,635.0204683862437
"s(11,8)",683.7963433165091,701.9738639348866,675.0339860033023,743.9463296921832,702.7083357172155,644.5962993596092,677.8810040642854,670.310240838908,646.4763395640266,658.7348469052314
"s(11,9)",538.4828374441536,570.3164598978312,751.3796052238329,567.3402533062805,565.1238202893558,443.2283521331676,522.7631378726327,442.1505124548961,567.8474424829878,449.00179657719406
"s(11,10)",529.3265325426489,505.9498934591892,528.1278331100599,549.6042008418711,542.7322980599893,738.3775822867224,564.3697851639255,395.534867075688,500.1282585032435,416.95866371661043
"s(11,11)",469.582445663451,417.65270195320176,462.8199380666781,538.6173674039139,471.00521308452636,734.6079269503791,363.2586685861468,367.1231701607506,383.1232739914914,348.53739721354543
"s(11,12)",323.28863714975705,489.66641440241654,383.5905351825377,377.0986803595772,458.04554832074433,716.4236673910432,416.3963391145329,377.48572346096296,336.53374465164063,279.01488828812364
"s(11,13)",292.0164260130085,307.5011585937475,706.0278919043271,287.02923795821164,380.5797579400439,467.8617581735219,420.04736983188377,452.060630333974,221.465479714106,392.74946410469363
"s(11,14)",369.1582750407218,478.4708133888891,429.7932774905906,696.7782544190685,244.15474031480744,265.32591453756606,362.71176487042493,357.5212083451959,384.53213011272703,275.520248486533
"s(12,5)",283.1341025910508,714.1941322614158,379.1824577751367,355.63366380185056,190.51568902600144,290.6700406791146,333.079986546554,383.8780889015011,192.94391203624374,243.730988151453
"s(12,6)",381.66742263010707,479.1175221245947,563.9310261964537,713.6383429388992,446.0400238758324,315.2630993758759,359.194779292141,406.5910588016859,362.33615264989334,452.4063582222872
"s(12,7)",624.8291533010904,567.3747452951516,596.4822788722331,744.3083104743664,564.7237572926878,567.2595208698874,590.182200048992,590.1935944334185,568.2205181133555,537.5741743974376
"s(12,8)",671.8107985547468,593.6787555611758,660.3151536092955,524.2223418917341,754.0168291739205,652.3889237279525,592.406896824841,615.5152852684628,594.4381616958555,583.8216872470019
"s(12,9)",375.2226931993411,418.34587225103064,750.4226415259308,313.5807107085768,502.33087854653587,474.8587736962325,354.82549674215426,355.5407169182187,345.72336784179157,455.5090032580608
"s(12,10)",397.07934185845147,330.0757345148294,392.79310164057387,748.9336990204331,316.65898312953107,483.7334036895547,480.1414153440139,318.3546361234265,391.311868630896,326.82012948254345
"s(12,11)",356.81090865019917,510.4357343341196,708.2894136583164,248.81321549936135,369.86197266776776,405.67159944872043,381.0105931526872,297.3769081226034,308.88083174977794,316.1616044059095
"s(12,12)",305.25160946408215,283.9926694996589,357.91800635368236,268.3236984663937,370.10002401501936,382.70710753137416,700.9844365383495,359.8499897213387,340.5487173725727,369.4183413416663
"s(12,13)",216.97637545950556,246.44231939527592,287.61661925941223,275.75023207919537,708.5423654765239,422.5811775469334,287.1278919361333,319.7357042452883,212.6117209870343,253.42941547153134
"s(12,14)",221.61069965535904,457.300477856703,302.39207416779186,678.0614604311816,220.09864573921442,298.6199935628697,232.98422981250656,196.6577153537565,197.07437210843767,419.4643867179091
"s(13,5)",320.8303130644342,340.1227831488337,418.8644268092577,722.5842129187625,288.8540567594883,247.15304408681072,319.0563984457997,135.92036995458054,349.80595605596557,447.8154346586409
"s(13,6)",486.2196632566089,458.38654507662665,497.033537502359,469.6443232965686,719.7029855841231,511.97204204357377,475.85389693227626,391.8640336830814,360.444554577272,407.7435400809399
"s(13,7)",615.648058377385,607.8171834153926,517.7708196879512,744.5955382878598,650.1334229849832,610.0490291382271,607.2024027664758,594.6706662925465,578.45565056731,574.4907369845329
"s(13,8)",595.4814089935201,632.4730774716464,541.6163620520829,668.6997417911905,693.9082252549732,737.8723593181619,657.184311274353,561.9548368613015,614.124210223212,600.2581639404099
"s(13,9)",423.20748974203354,396.9895331357027,426.65145365097663,755.8114930277864,364.09986595863336,426.6270591916375,432.80002869697825,442.4354367484843,448.71673617561237,374.1453021141133
"s(13,10)",448.7738952201017,723.6496464392771,464.308686749823,498.9385875194713,536.060864733445,472.92372486257034,384.9574179871096,393.8951681792662,489.2833131047512,441.3848411243101
"s(13,11)",402.8862007914984,718.2471572635941,478.42463985820075,411.46994457719813,346.4576207654955,384.2516699191866,317.9251126729188,377.30609209412273,342.97875571450265,296.56051286628986
"s(13,12)",196.67561146425084,342.063554259836,442.29504979371256,348.82542276006217,696.4961446143242,299.8542828617232,300.808651625489,275.84819545431895,290.0941447660771,245.47005011894177
"s(13,13)",193.03441860029375,205.99095159321269,687.7588059846746,417.1028669612658,429.3276269781417,320.6465443766813,368.8894093227007,331.06371694115506,224.12403666018218,258.53697268591
"s(13,14)",284.1244227175634,708.2599340760258,298.79420374674567,235.63115914220202,178.92671004118174,403.66949639055974,242.67331180232506,252.26260079753325,234.43572214039568,251.87689204184318
"s(14,5)",92.40169603138506,277.4262937331918,365.1953951394544,328.634426354828,700.7212930165257,355.92067264576565,227.41781699162732,224.45295884228022,359.5744207934774,280.12493524147135
"s(14,6)",710.4742843268244,439.11550488798423,536.9123073584933,562.9013404487409,513.0489384638481,487.3625963103407,454.25718963087854,574.2337276943482,390.6096474816674,494.89855207566916
"s(14,7)",547.9192424041593,531.351407513654,603.2348933755428,742.2980856618454,611.0008484505375,604.6152259049776,640.1742095264048,580.1532927209951,563.7061983910722,594.3748670788375
"s(14,8)",646.3334266813259,601.7287381620113,617.0701579277276,614.8232907100928,747.8622619823011,641.846239336371,616.7291400314622,582.0937029681421,592.6299240826527,596.274122996368
"s(14,9)",434.8747112043295,742.9608089830919,453.5309285443802,566.5094819971881,381.9759092149729,341.2069464837846,385.71765740244103,447.88171914306383,392.1658859753411,488.3741634559584
"s(14,10)",292.2528165485845,539.2648073740023,281.5785126938649,750.5749318803396,299.2902976671219,252.97261821722216,383.66057731442754,232.0691592055982,400.6565004351489,426.38660633447023
"s(14,11)",453.4860463268855,433.1813747544516,721.4291447027331,395.8100654490727,387.94783751147804,354.6129208781275,506.26214452882056,259.73112264789233,289.91298402971677,450.4481210118972
"s(14,12)",293.7624937121635,690.2449296088964,216.04971121336922,443.34618973425347,163.0494052734293,288.1202939492734,291.47402559445527,192.6285415738264,228.75623777718675,222.10637183349826
"s(14,13)",236.74644186036284,333.6821619044582,341.1798281583736,707.09577177107,290.72360475994805,156.26871973372687,300.8928854877616,347.7647426164581,377.3096503292235,164.08853977043077
"s(14,14)",202.28540788223836,176.16240937296448,229.23224927846073,174.0378277958971,301.86654745913285,288.01576802170837,679.3212646460489,250.73051941752084,347.49326833343576,349.4948709262767
